006e5486416c0fe30325aae1911f1151f4c6e7c0.png	pol	400	6 CĘ 5S Tęaa7 : /@—: 07]4„››457› ;757 5/7-7«—&/\n\n \n\nPo rozpoczęciu typowo angielskiej kampanii prasowej, w której\n- Duńczycy nazywani są Wikingami\ni wściekłymi psami o wyglądzie pit\n- bullów i knajpianych wykidajłów,\n\nduńskie gazety zaczęły ripostować.\n\nDla duńskich kibiców Stig Toefting i Jesper Gronkjaer to współczesni Wikingowie, którzy przed tysiącem lat podbijali Anglię i siali na\n\nwyspach strach. Zabijali, gwałcilii ra- \nbowali. Ich siła, mięśnie i twarze być\nmoże w podobny spoścb przestraszą Anglików, którzy muszą czuć respekt po wygranej nad Francją. Toefting i spółka to twardziele, którzy\nnie przestraszą się podobno twardej gry Anglików. Ma być odwrotnie, to Toefting wystąpi w roli rudobrodego. krwawego Wikinga. x\n\nDania ma swój styl. To kraj, który\npowiedział wspólnej walucie euro\nNIE, ponieważ ma swój honor. Życie\nna wesoło preferują Duńczycy, którzy są jedną nogą w Unii Europejskiej, z fanim, dobrym jedzeniem\ni alkoholem, a drugą w Unii Nordyckiej ze słynnymi świadczeniami socjalnymi.\n\nd\n\nCnż\n\nA// %!m ?721„7”›)/ 9/7,?/\n\nY
0092aa024915970698484c2e8993e2a9496809e6.png	pol	400	——\n\n/\nU\n\n4\n\n$\n\n/\n(\n\n/g”«.u&ff : Ż@,C 1 ( w ] O\n\ni\n\nCałkowite zaćmienie Księżyca, które we wtorek wieczorem  mogli  obserwować\nmieszkańcy Europy, Afryki\ni Azji, wzbudziło ogromne zainteresowanie nie tylko\nwśród miłośników astronomii. W środę turecka policja\naresztowała bowiem ośmiu\nmężczyzn, którzy... strzelali\ndo zaprzyjaźnionego z Ziemią ciała niebieskiego.\n\nDo tego bezprecedensowego\naktu agresji doszło w miejscowościach Kahramanmaras i Batman na północy kraju. Aresztowani twierdzą, że\n\n. strzelali do ziemskiego sate\nlity, gdyż tak nakazuje stara\ntradycja. Opisujący awanturę\nankarski dziennik „Hurriyet”\n\nnie podał jednak, o jaki obyczaj chodzi. Lokalny mufti\nMehmet Baris wyjaśnia natomiast, że zwyczaj strzelania\ndo Księżyca nie jest w żaden\nsposób związany z religią\nmuzułmańską. Jego zdaniem\nmężczyźni strzelali w niebo\npo prostu dlatego, że bali się\nzaćmienia.\n\nNie tylko jednak niefortunni\nstrzelcy drżeli tej nocy ze\nstrachu. Kanonada w ich wykonaniu wywołała bowiem\npopłoch wśród okolicznych\nwłościan i awiła na nogi\npolicję. Obawiano się, że\n\nw mieście doszło do walk\n\nz zamieszkującymi pobliskie\nwzgórza Kurdami.\n$SZ, REUTERS, PAP
00d26449f92919078e630bbfe59e04cc53eb3260.png	pol	400	%\nŚś'\n[m 7 .\nWL . Af@@\n7;?27›7)2[„@;/\nh- pazkiż\nL fi% :\n: ['131[,/5\n©\n\n: aęa : mgm\n\nń * '›% Ś „?g\n\n* : @ '&i k n;w:i"\n\nś\nwaa' |\n\n \n\nP
010b9ad7a64fe050bbc7c624beadfbc310fe30fd.png	pol	400	UNOcIaAZ zazwyczaj rzadko pc›dmmuw się obrony Włącł?;y, a raczej wręcz pr 7er'iw—\nnie, tym razem jednak z wrodzonej przekory wezmę na siebie funkcje adwokata\ndiabiła, Szatańska przewrotność podszeptuje, że tak okazale wyeksponowany w TV\n\n \n\nKto naprawdą rzuca kłody pod nogi wł _ł_ąmlum rowalr›rymru" (Czytaj: wyrzu-—\n\n tej zabytkowości).\n\nOdpowiedzi dostarcza jeden rzut oka na zawartość wykl,uwu›nm w cenhum mia—'\nsta skarbonki na rewaloryzację. Kupa śmiecia: stare kwity i bilety, opakowania po\npapierosach, garstka bilonu, gdzieniegdzie pojedyńcze bankonty — oto społeczny\nodzow na hasło uczynienia z Włocławka drugiego Carcasonne! Komu zaś potrzebne\nopinie z imieniem i nazwiskięm — odsyłam do wczesnowrześniowych numerów „Ga\n- zety Pomorskiej” (p(›mxe; temat znikł z łamów Jjakby pucstał lokalną pmw interc›qowac) AA\n\n \n\nw›ug"'/-'/%›// mr /HMi 613 sA A\n\nk onfiikt między aut(›laml Programu Włocławskiego a władzą jest koniliktem pO-— L\n(O TARC JRUE\n\nK\n\n  \n\n- caniu grubych pieniędzy na lemnshukc ję ruder o wątpliwej i urzędowo namąg,mę—n
011926cb51e07e4cd936d9a2c943cd147cf5a06b.png	pol	400	. Ń , " So\nnoga gę ke fro'\nP6 ś / ć /\n\n/\n\n/ ”\n\nZS AD AAD YO ARGL GCA OGr r\n\n|by zajął się adwokaturą na\npoważnie, pewnie daleko by\nzaszedł — docenia go nawet\njeden z jego sądowych przeciwników! '\nPiotr M. może mówić\no niezłej karierze, bo ma na\nkoncie kilka wygranych\nspraw. Kilku małżeństwom\npomógł się rozwieść, od innych zainkasował po kilkanaście tysięcy złotych za repre\n\n \n\n \n\n      \n\ns\n\nzentowanie przed sądem\nw sprawach majątkowych.\nRzutkiemu „mecenasowi”\n\n.p%@lgłgw-mga.\nPo raz pierwszy wpadł kilka lat temu, bo nie wywiązał\n\nsię z obietnicy. Zapewniał, że\nnada sprawie majątkowej\n\nw sądzie odpowiedni bieg.\nKiedy zainkasował kilka ty\n \n\nsięcy złotych i nie dotrzymał\n\nczekającej na rozpoznanie
014090cb63e33c0d191bc4085b3fdc3e5a60f48f.png	pol	400	— Powiedziała Pani kiedyś, że nie rozumie szumu\nwokół własnej osoby, tych różnych zaszczytów i\nnagrod Medal Świętego Jer zego jest jednak\nczymś szczególnym, bo nawiązuje do osoby walczącej, a tak trochę postrzegam Pani życie. Co było dla Pani największym wyzwaniem, jaka prze- —\nciwność? 1\najplerw Walczyłam żeby utrzymać ojcowiznę mimo panującego ustroju, który był chyba\nprawdziwym smokiem. Udało mi się gospodarstwo\npostawić na nogi tak, że nie zginęło w tej rzeczywWistości. Radwanowice nie zostały zapomniane.\nTen dworek, bo to przecież nie dwór, nie zniszczył\nsię tak jak sąsiednie, po których nie został nawet\npamiętnik ich właścicieli. W okolicznych wsiach\npozostały po nich często złe wspomnienia, a myślę, że nas ludzie zachowają w życzliwej, dobrej\npamięci. Bo tutaj pięćdziesięciu ludzi ma dach nad\ngłową, drugie tyle ma pracę, z tego większość pochodzi z okolicy. A więc nie poszło to na marne.\n\n/;jjaflzm 4 %›!mwc%/? 7942 , n e, Ś.
01ab1fb64f147082f55fc40045a94964cd1ebfde.png	pol	400	o\n\n'e1arqoy [o1psdzofeu epedod a1u\n-ZeJezn M '9s0U10 eIMS\n\nToSoHU [oryjoLm*\n'o8azoru drs VIZ I\nATEMIJ M 0183z9 IZ\n\n-es UA) ku o8nąp JeMAuAzIyn UrTU M IS 9z\nur 2nzon 9S0UMAsu91uT AuAzy\n\n\nze1qo 9nsdod Adołgow 09\nJSOP 9IN 'eruardojsez uejs\nPoypazId I arworzod urkur\n\nZ, %\nnA e!\n\n_
01b39b76af4461259c02373c3eea1c02061e238d.png	pol	400	W czasie wojny, gdy Tunezję okupowat\nAfrika Korps i oddziały włoskie, sławna willa\nstała się czymś w rodzaju luksusowej pułapki z\natrakcyjną przynętą, bo każdy z dowódców\nniemieckich pragnął zamieszkać chociaż na\nkrótki okres w domu o tak rozgałęzioncj\nrenomie. Niektóre źródła podają, że generał\nvon Arnim spędził w nim parę tygodni, ale\nbardzo źle sypiał. Wystarczyło, by wiatr trochę mocniej targnął okiennicą, a generał zrywał się na równe nogi, wyszarpując spod\npoduszki pistolet; bó zdawało mu się, że do\nwnętrza budynku przedostali się komandosi\nbrytyjscy, specjalnie wysłani przez Montgomery'ego, aby go zabić, ale było w tym sporo\nprzesady.fErwin Rommel spędził w domu\nSebastiana tylko trzy noce, więcej nic chciał\nryzykować ”
01ff9126dd26ef63f752068b4a171340237de5e9.png	pol	400	h\n\n" Ani Adler, ani Jung, ani Sullivan,\n\nani nawet Anna Freud nie podzielali tej estymy, jaką Freud miał dla\nNietzschego. Uważali, że jest to ku\n.la u nogi całego freudyzmu, sprowadzająca go na bezdroża irracjo\nnalizmu. Co prawda Freud próbował nietzscheański nihilizm zastąpić własnym pozytywizmem, bo\nmówił o terapii pozytywnej, ale\ni tak jego antyrozumowe, panseksualne i biologiczne stanowisko było\ndla uczonych ceniących swe naukowe tytuły nie do przyjęcia. Wszakże miał rację nasz Tatarkiewicz,\ngdy pisał, że doktryna Freuda, wynosząc popędy jako Źźródło. życia\npsychicznego, przez to samo musiała poniżać rozum, a z tym już trudno było się pogodzić światowej sławy uczonym.\n\n/ , %./Ż'Z.„ P ll - //74/ 1 .\n\nQ .
03323cd2e876905a26eccb3ab9490b125b451cf6.png	pol	400	-x»;]« "\n\n \n\nw\n\n \n\n   \n \n  \n  \n \n  \n \n\n \n\n \n\nE K C\n\n. Władimir Putint'›?› ~i:;)w\n\nbył nieźle wkurzony, gdy\nopuszczał w sobotę salę\ngimnastyczną w szkole\n judo w Sankt Petersbur- gu. A wszystko za spra\n! wą 16-latka, który pod\nczas walki z łatwością\n\ni powalił go na matę.\n\nPrezydent Rosji, jako\n\n;U"":›Św były oficer KGB, ma\n'| czarny pasw judo. Kiedy\n\n \n\n \n\n- | przebrany w kimono\n\npojawił  się\nwśród\nuczniów,\nbył wyluzowany,\nhoć wyglą\nA\n\ns w aa u O JĆ\nBez wahania zgodził się . \nstanąć do walki z nasto\nlatkiem, myśląc że z ła- .\n\ntwością da mu radę. Ale\nchłopak nie przeląkł się\ndoświadczonego przeciwnika.\n\nko ściągnął czarny pas.\nPorażka była tym dotkliwsza, że Putina po\nwalił 16-latek. I to na/| s\n\noczach całego świata,\ngdyż relację ze szkoły\n\n \n\n     \n\nWystarczyło | mu kilka minut, by roz-| - *\nprawić się z prezyden-] — tem. Władimir Putin| ' - *\nzrobił nietęgą minę i jak|* - - s\n\nniepyszny_dał nogę do| * - :\nprzebier&%ś@;: 0\n\n \n\no\n\n \n\nm
